source_en,target_id,word_count_en,word_range,translation,bleu_score,adequacy,fluency,morphosyntactic,semantic,pragmatic
"We 're going to tell you how many times a particular four-gram appeared in books in 1801 , 1802 , 1803 , all the way up to 2008 .","Kami akan memberitahu berapa kali empat-gram tertentu muncul dalam buku di tahun 1801 , 1802 , 1803 , sampai 2008 .",29,20-30,"Kami akan memberi tahu berapa kali sebuah kata-kata tertentu muncul dalam buku pada tahun 1801, 1802, 1803, dan seterusnya hingga 2008.",0.1582128588834926,4,4,4,4,5
"It turned out that it wasn 't , that it really is a system of motivation , a system of wanting .","Ternyata itu bukan , bahwa sebenarnya ini adalah sistem motivasi , sebuah sistem keinginan .",22,20-30,"It turned out that it wasn’t, that it really is a system of motivation, a system of wanting.

**Itu ternyata, itu benar-benar sebuah sistem motivasi, sebuah sistem keinginan.** 

(This is the most natural and fluent translation.)",0.0129695272901126,5,5,5,5,5
"And he says , "" "" I want my cheese sandwich . "" "" And he takes this one .","Dia berkata , "" "" Aku ingin sandwich kejuku . "" "" Dan dia mengambil yang ini .",20,20-30,"Dia bilang, “Aku mau sandwich keju.” “Dia mengambil satu itu.”",0.0124806468326479,4,3,3,4,4
"And here 's what he wrote : "" "" I looked at her face , and I looked so deeply that I felt I was behind her eyes .","Dan ini yang ia tulis : "" "" Aku menatap wajahnya , dan aku menatapnya dalam-dalam sampai aku merasa seolah-olah berada di balik kedua matanya .",29,20-30,"“Aku melihat wajahnya, dan aku melihatnya begitu dalam sehingga aku merasa seperti melihat di balik matanya.”",0.0241164521485461,5,5,5,5,5
"And good , close relationships seem to buffer us from some of the slings and arrows of getting old .",Hubungan dekat yang baik agaknya melindungi kita dari berbagai ujian saat menua .,20,20-30,Dan hubungan yang baik tampaknya menahan kita dari beberapa pukulan dan sasaran yang datang seiring bertambahnya usia.,0.0344013469333379,4,4,4,4,5
"And I was aware that at the time of my presidency , Ireland was a country beginning a rapid economic progress .","Saya sadar pada masa kepresidenan saya , Irlandia baru memulai perkembangan ekonomi yang pesat .",22,20-30,"Dan saya menyadari bahwa pada saat saya menjabat sebagai presiden, Irlandia adalah negara yang sedang mengalami kemajuan ekonomi yang pesat.",0.0256074448055741,5,5,5,5,5
"Then you can go even further , almost tripling efficiency with some operational improvements , double the big haulers ' margins .","Lalu anda dapat melangkah lebih jauh , dengan efisiensi hampir tiga kali lipat dengan beberapa perbaikan operasional , menggandakan batas keuntungan pada mesin besar .",22,20-30,"Kemudian kamu bisa melangkah lebih jauh, hampir meningkatkan efisiensi hingga tiga kali lipat dengan beberapa peningkatan operasional, dua kali lipat margin keuntungan para penambang besar.",0.1772984226469501,5,5,5,5,5
"In the teacher 's contract , it will limit the number of times the principal can come into the classroom - sometimes to once per year .","Pada kontrak guru , akan terdapat batasan waktu bagi kepala sekolah masuk ke kelas - kadang sekali dalam setahun .",27,20-30,"Dalam kontrak guru, jumlah kali kepala sekolah dapat masuk ke kelas akan dibatasi – kadang-kadang hanya sekali per tahun.",0.0676155295362667,5,5,5,5,5
"In this image of the Tokyo skyline , I 've hidden data from the newest planet-hunting space telescope on the block , the Kepler Mission .","Dalam foto dari langit Tokyo ini , saya menyimpan data dari teleskop luar angkasa pemburu planet terbaru di blok , Misi Kepler .",26,20-30,"Di dalam gambar skyline Tokyo ini, saya telah menyembunyikan data dari teleskop ruang angkasa penjelajah planet terbarunya, Kepler Mission, yang baru saja tiba.",0.0523817548679681,4,5,5,4,5
"And we can use such data , that 's being passively obtained , to map these whole countries and understand who is located where within the network .","Kita bisa menggunakan data ini , yang diperoleh secara pasif , untuk memetakan seluruh negara ini dan memahami siapa yang berada di mana di dalam jaringan .",28,20-30,"Dan kita dapat menggunakan data seperti itu, yang ‘s menjadi diperoleh secara pasif, untuk memetakan seluruh negara ini dan memahami siapa yang berada di mana dalam jaringan ini.",0.4698099912338521,3,2,2,3,3
"Jonas Bendiksen , a very energetic photographer , came to me and said , "" "" We need to document this , and here 's my proposal .","Jonas Bendiksen , seorang fotografer yang energik , datang pada saya dan bilang , "" "" Kita perlu dokumentasikan ini , dan ini proposal saya :",28,20-30,"Jonas Bendiksen, seorang fotografer yang sangat bersemangat, datang padaku dan berkata, “Kita perlu mendokumentasikan ini, dan inilah proposal saya.”",0.045884514790048,5,5,5,5,5
"Fit into this other system and try to become a student . "" "" Sorry , entrepreneurs aren 't students .","masuklah ke sistem lain dan jadilah seorang siswa "" "" maaf , pengusaha bukanlah siswa .",21,20-30,"“Anda dapat masuk ke sistem ini dan mencoba menjadi mahasiswa. “ “Maaf, pengusaha tidak termasuk dalam kategori mahasiswa.””",0.0271663837235791,4,3,3,4,4
"One is to develop a new artificial ecology , a reef out in the harbor , that would then protect new settlement patterns inland and the Gowanus .","Pertama mengembangkan ekologi buatan yang baru , sebuah karang di dermaga , yang akan melindungi pola tempat tinggal yang baru di bagian dalam sungai dan di kanal itu sendiri .",28,20-30,"Salah satu yang harus dilakukan adalah mengembangkan ekologi buatan baru, sebuah terumbu karang di pelabuhan, yang akan melindungi pola-pola peradaban baru di dalam dan di sekitar Gowanus.",0.0751930654912267,4,5,5,4,5
"And god knows we don 't really want to burn all of it , because it will make an awful lot of carbon in the air .",Dan pastilah kita tidak ingin menggunakan semuanya . Karena bahan bakar fosil akan melepaskan banyak karbon ke udara .,27,20-30,"Dan kita tidak benar-benar ingin membakar semuanya, karena itu akan menghasilkan banyak karbon di udara.",0.034824442597762,4,5,5,4,5
Here 's a design for harvesting rainwater that 's super cheap and available to people in the developing world .,Ini adalah desain untuk mengumpulkan air hujan dengan sangat murah dan tersebdia untuk orang-orang di dunia berkembang .,20,20-30,Berikut adalah desain untuk menambang air hujan yang sangat murah dan tersedia bagi orang-orang di dunia berkembang.,0.1337085598270224,4,5,5,4,5
"He 's approaching the end of the run , makes his way between the barrels that are set up there .","Dia mendekati ujung lintasan , berjalan di antara tong-tong yang diletakkan disana .",21,20-30,"Dia ‘menuju akhir perlombaan, berjalan di antara tangki-tangki yang sudah dipasang di sana.",0.0873716785171587,4,4,4,4,5
"We are going to win because we have dreams , and we 're willing to stand up for those dreams . "" "" Wael is right .","Kita akan menang karena kita memiliki mimpi , dan kita bersedia untuk berdiri tegak menggapai impian itu . "" "" Wael benar .",27,20-30,"Kita akan menang karena kita punya mimpi, dan kita siap untuk berdiri teguh untuk mimpi-mimpi itu. “Wael benar.”",0.1952161436782226,5,5,5,5,5
"And of course sometimes , I feel I can 't do this work anymore , it 's just too much for me .","Dan terkadang , saya merasa saya tidak bisa melakukan pekerjaan ini lagi , ini terlalu berat buat saya .",23,20-30,"Dan tentu saja, terkadang aku merasa aku tidak bisa melakukan pekerjaan ini lagi, terlalu berat untukku.",0.2386598926268856,5,5,5,5,5
"And for those of you who can 't read it , it says , "" It does appear to be some kind of wireless technology . ""","Dan bagi Anda yang tidak dapat membacanya , "" Ini tampak seperti semacam teknologi nirkabel . """,27,20-30,"Dan untuk kalian yang tidak bisa membaca ini, itu mengatakan, “ Tampaknya ini adalah teknologi nirkabel.”",0.0290603563364351,4,4,4,4,4
National Geographic just did a Roper Study of 18 to 26 year olds in our country and in nine other industrialized countries .,"National Geographic baru saja melakukan kajian pada orang berusia 18 hingga 26 tahun di negara kita , dan di sembilan negara maju lainnya .",23,20-30,National Geographic baru saja melakukan studi Roper tentang 18 hingga 26 tahun di negara kita dan delapan negara industri lainnya.,0.4014275419345088,4,4,4,4,5
"And this goes on for thousands of years , because these are hard questions , and I 've only got 15 minutes .",Ini berlangsung selama ribuan tahun . Karena ini adalah pertanyaan yang sulit dan saya hanya punya 15 menit .,23,20-30,"Dan ini berlanjut selama ribuan tahun, karena ini adalah pertanyaan-pertanyaan sulit, dan saya hanya punya 15 menit.",0.2439752290501317,5,5,5,5,5
"In financial terms , this would be like always spending 50 percent more than you earn , going further into debt every year .","Dalam bahasa keuangan , ini berarti selalu menghabiskan 50 persen lebih banyak daripada pendapatan , dengan hutang yang semakin banyak setiap tahun .",24,20-30,"Dalam hal keuangan, ini akan seperti selalu menghabiskan 50 persen lebih dari pendapatan Anda, menambah hutang setiap tahun.",0.1811057700876703,5,5,5,5,5
"Despite the up and down since then , the overall trend - and this is the important bit - clearly points downward for the past two decades .","Meskipun ada kenaikan dan penurunan setelah itu , kecenderungan totalnya - dan inilah bagian yang penting - jelas-jelas mengarah pada penurunan pada dua dekade terakhir .",28,20-30,"Meskipun demikian, sejak saat itu, tren keseluruhan – dan yang paling penting – secara jelas menunjukkan penurunan selama dua dekade terakhir.",0.0208234273869478,5,5,5,5,5
( Applause ) Instead of showing an object from the stage I ' m going to do something special for the first time .,( Tepuk tangan ) Daripada menunjukkannya dari atas panggung saya akan melakukan sesuatu yang spesial untuk pertama kalinya .,24,20-30,"( Cheers ) Daripada menunjukkan objek dari panggung, aku akan melakukan sesuatu yang spesial untuk pertama kalinya.",0.3602381155044161,4,5,5,4,5
But what 's really interesting is to look at areas of the track where his mental workload doesn 't increase .,Namun hal yang menarik adalah melihat pada daerah lintasannya di mana tekanan mentalnya tidak meningkat .,21,20-30,Tapi apa yang sebenarnya menarik adalah melihat area lintasan di mana beban mentalnya tidak meningkat.,0.0930033422123895,5,5,5,5,5
"When he saw me , he immediately traversed that pedestrian rail , and stood on that small pipe which goes around the tower .","Ketika dia melihat saya , dia langsung melintasi pada jalur pejalan kaki , dan berdiri di pipa kecil yang mengitari menara .",24,20-30,"Ketika dia melihatku, dia langsung menyeberang rel pejalan kaki, dan berdiri di atas pipa kecil yang mengelilingi menara.",0.0927150914221396,5,5,5,5,5
"It can be worth up to one trillion dollars , being paid in bribes every year , or equal to India 's GDP .","nilainya dapat mencapai satu triliun dolar yang tiap tahun dibayarkan untuk suap , atau setara GDP India .",24,20-30,"It bisa bernilai hingga satu triliun dolar, dibayar dalam suap setiap tahun, atau setara dengan GDP India.",0.0358964522060574,4,3,3,4,4
"In 1987 , in the month our eldest son Gerard was born , I got my first blind computer , and it 's actually here .","Pada tahun 1987 , di bulan ketika putra sulung kami Gerard lahir , Aku mendapatkan komputer buta pertama saya , dan itu sebenarnya di sini .",26,20-30,"Pada tahun 1987, saat putra tertua saya Gerard dilahirkan, saya mendapatkan komputer blind pertama saya, dan ini benar adanya.",0.0258027588527518,4,4,4,4,4
"It was that primary education can happen on its own , or parts of it can happen on its own .","Bahwa pendidikan dasar dapat berlangsung sendiri , atau sebagian dari pendidikan dasar dapat berlangsung sendiri .",21,20-30,"Pembelajaran dasar dapat terjadi sendiri, atau bagian-bagiannya bisa terjadi sendiri.",0.0271079072125087,5,5,5,5,5
"Darwin himself , by the way , had no doubts that the peacock 's tail was beautiful in the eyes of the peahen .","Darwin sendiri , tidak ragu bahwa ekor merak itu indah di mata merak betina .",24,20-30,"Darwin sendiri, secara pribadi, tidak ragu bahwa ekor merak itu indah di mata peahen.",0.5693803238877457,4,5,5,4,5
"My story does not have an end , because we still don 't know the end of the story .","Kisah saya tidak punya akhir , karena kita masih belum tahu akhir kisahnya .",20,20-30,"Ceritaku tidak memiliki akhir, karena kita masih belum tahu akhir cerita.",0.3653314643045625,5,5,5,5,5
"It exists not only in southern England , but distributed around the world . I 'll come to that .","Bank ini tidak hanya ada di Inggris Selatan , namun tersebar di seluruh dunia . Saya akan menjelaskannya nanti .",20,20-30,"Ada juga di Inggris Selatan, tetapi tersebar di seluruh dunia. Aku akan pergi ke sana.",0.0616903629949621,3,4,4,3,3
""" "" A stranger is a friend I haven 't met yet ! "" "" she 'd say to me .",""" "" Orang asing adalah sahabat yang belum saya temukan ! "" "" katanya .",21,20-30,““ Seorang pelukah adalah teman yang belum aku temui! ”“ dia akan katakan padaku.”,0.031124182233206,2,2,2,2,2
"This is someone selling this on eBay ; it was clearly a woman ' s hand , hopefully a woman 's hand .","Ini seseorang menjual ini di eBay ; Ini tangan seorang wanita - tentunya tangan seorang wanita , semoga tangan seorang wanita .",23,20-30,Ini seseorang yang menjual ini di eBay; itu jelas adalah tangan seorang wanita. Semoga seorang wanita.,0.0635852534093758,4,4,4,4,4
"They 're about where you live , how many people you live with , and whether you own your home or not .","Yaity tentang dimana anda tinggal , berapa banyak orang di rumah anda , dan apakah anda punya rumah atau tidak .",23,20-30,"Mereka tentang di mana Anda tinggal, berapa banyak orang yang Anda tinggal bersama, dan apakah Anda memiliki rumah Anda sendiri atau tidak.",0.0642945144123172,4,3,3,4,4
"Now we live in the age of the Internet , which seems to be creating a form of global consciousness .","Sekarang kita hidup di era Internet , yang tampaknya sedang menciptakan sebuah bentuk kesadaran global .",21,20-30,"Sekarang kita hidup di era internet, yang tampaknya menciptakan bentuk kesadaran global.",0.2989555963830099,5,5,5,5,5
"( Laughter ) It 's like the DNA of a goose is to fly south in the winter , right ?","( Tawa ) Sudah DNA angsa terbang ke selatan pada musim dingin , benar ?",21,20-30,"Tawa itu seperti DNA dari seekor bebek, yaitu terbang ke selatan di musim dingin, ya?",0.0777963709094969,3,4,4,3,4
"Now , working memory is that part of our consciousness that we are aware of at any given time of day .","Nah , working memory adalah satu bagian dari kesadaran kita yang selalu kita sadari setiap saat .",22,20-30,"Sekarang, memori kerja adalah bagian dari kesadaran kita yang kita sadari pada waktu tertentu sepanjang hari.",0.2557636068709482,5,5,5,5,5
"( Applause ) Ed is in a remote location somewhere in Russia controlling this bot from his laptop , so he can see what the bot can see .","( Tepuk tangan ) Ed berada di suatu tempat di Rusia dan mengontrol robot ini dari laptopnya , jadi dia bisa melihat apa yang dilihat robot ini .",29,20-30,"( Cheers ) Ed berada di lokasi terpencil di suatu tempat di Rusia, mengendalikan bot ini dari laptopnya, sehingga dia bisa melihat apa yang bisa dilihat bot tersebut.",0.3164527592335198,5,4,4,5,4
"Reaching success , I always focused on clients and projects , and ignored the money . Then all this money started pouring in .","Untuk mencapai kesuksesan , saya selalu fokus kepada klien dan projek , dan tidak menghiraukan uang . Lalu uang akan mulai datang dengan sendirinya .",24,20-30,"Mencapai kesuksesan, saya selalu fokus pada klien dan proyek, dan mengabaikan uang. Lalu semua uang itu mulai mengalir.",0.0527795247682247,5,5,5,5,5
"We do not believe in scale because we believe in quality , and scale and numbers will automatically happen .","Kami tidak yakin dengan skala karena kami yakin pada kualitas , dan skala serta jumlah secara otomatis terjadi .",20,20-30,"Kita tidak percaya pada skala karena kita percaya pada kualitas, dan skala dan angka akan terjadi secara otomatis.",0.036342881447342,5,5,5,5,5
"It was about living two totally different perceptions of my personality , of my person - the villain back in my home country , and the hero outside .","Ini soal hidup dalam dua persepsi yang sama sekali berbeda tentang diri saya - sebagai penjahat di negeri sendiri , dan sebagai pahlawan di luar .",29,20-30,"It was about living two totally different perceptions of my personality, of my person – the villain back in my home country, and the hero outside.",0.0,1,1,1,1,1
What do you eat ? One of my favorite dishes on expedition : butter and bacon . It 's about a million calories .,"Apa yang Anda makan ? Salah satu makanan favorit saya dalam perjalanan ini , mentega dan daging asap . Makanan ini kaya energi .",24,20-30,Apa yang kamu makan? Salah satu hidangan favoritku saat perjalanan : mentega dan bacon. Harganya sekitar satu juta kalori.,0.0297932615762443,4,5,5,4,5
"And for donor agencies , unfortunately , the audience tends to be people that aren 't even in the country they 're working [ in ] .","Dan sayangnya bagi lembaga donor , pelanggan yang dituju cenderung bukan orang yang tinggal di negara tempat mereka bekerja .",27,20-30,"Dan untuk badan donor, sayangnya, audiens cenderung terdiri dari orang-orang yang bahkan tidak berada di negara tempat mereka bekerja [ di ] .",0.178551492991616,5,4,4,5,4
It ' s a neural system that ' s wired up to reward the brain for doing a grubby clerical job .,Ini adalah sistem saraf yang terprogram untuk memberi imbalan pada otak untuk melakukan pekerjaan administrasi kotor .,22,20-30,"It’s a neural system that’s wired up to reward the brain for performing a dirty, clerical job.",0.0,1,1,1,1,1
"When we measure GDP as a measure of economic performance at the national level , we don 't include our biggest asset at the country level .","Saat kita mengukur PDB sebagai ukuran kinerja ekonomi di tingkat nasional , kita tidak memasukkan harta terbesar kita pada tingkat negara .",27,20-30,"Ketika kita mengukur GDP sebagai ukuran kinerja ekonomi nasional, kita tidak termasuk aset terbesar kita di tingkat negara.",0.1751194032047582,4,4,4,4,5
"And these red dots show the most congested parts , which are the bridges that lead into the inner city .",Dan titik merah ini menunjukkan daerah dengan kemacetan paling parah yaitu jembatan menuju ke pusat kota .,21,20-30,"Dan titik-titik merah ini menunjukkan bagian-bagian yang paling padat, yaitu jembatan yang mengarah ke pusat kota.",0.0895079401175506,5,5,5,5,5
"And we support all of that with an intensive psychotherapy program to address the despondency , despair and depression that always accompanies severe , chronic pain .","Dan kami mendukung itu semua dengan program fisioterapi yang intensif untuk mengatasi kesedihan , keputusasaan , dan depresi yang selalu menyertai nyeri parah dan kronis .",27,20-30,"Dan kami mendukung semua itu dengan program psikoterapi intensif untuk mengatasi despondian, keputusasaan, dan depresi yang selalu menyertai nyeri kronis yang parah.",0.3073033017330046,4,4,4,4,5
"I gave them a computer with a speech-to-text interface , which you now get free with Windows , and asked them to speak into it .","Saya memberikan mereka sebuah komputer yang memiliki kemampuan untuk memunculkan teks dari ucapan yang dapat anda peroleh dengan gratis di Windows , dan saya meminta mereka berbicara pada komputer itu .",26,20-30,"Saya memberikannya komputer dengan antarmuka pengenalan ucapan, yang sekarang Anda dapat dapatkan secara gratis dengan Windows, dan meminta mereka berbicara ke dalamnya.",0.0385909243778378,4,3,3,4,5
So that tells us that the people not in this room are spending more than a thousand to get the average to a thousand .,Jadi hal itu menyatakan bahwa orang di luar ruangan ini menghabiskan lebih dari 1.000 dolar sehingga rata-ratanya menjadi 1.000 dolar .,25,20-30,"Jadi, itu berarti orang-orang yang tidak berada di ruangan ini menghabiskan lebih dari seribu untuk mencapai rata-rata yang sama menjadi seribu.",0.191208175750425,4,4,4,4,5
"I remember when a guy came to our high school , actually , it was actually my junior high school . I was in sixth grade .","Saya ingat ketika seseorang datang ke SMP kami , SMP saya , saya sedang duduk di kelas 6 .",27,20-30,"Saya ingat ketika seorang pria datang ke sekolah menengah kami, sebenarnya, itu adalah sekolah menengah pertama saya. Saya masih kelas enam.",0.0594975766483303,5,5,5,5,5
"On the right , we reconfigured it : the office buildings form the base , and then rising 75 stories above , are apartments .","Sebelah kanan , kami merancang ulang Manhattan : gedung perkantoran ada di bawah , dan menjulang hingga 75 lantai di atasnya , adalah apartemen-apartemen .",25,20-30,"Di sisi kanan, kami merekonfigurasi itu: bangunan kantor membentuk dasar, dan kemudian menaungi dengan 75 lantai di atasnya, adalah apartemen.",0.0441413321072048,3,3,3,3,4
"And I explained to him quickly , I would train psycho-social counselors , I would open centers , and I explained to him why .","Dan saya dengan cepat menjelaskan , Saya ingin melatih pembimbing psiko-sosial . Saya ingin membuka tempat pelatihan dan saya jelaskan alasannya .",25,20-30,"Dan aku menjelaskan padanya dengan cepat, aku akan melatih konselor psikososial, aku akan membuka pusat, dan aku menjelaskan padanya mengapa.",0.0136374166303473,5,5,5,5,5
"And that actually , specifically as a starting point of the first sabbatical , worked really well for me .","Dan sesungguhnya , sebagai titik awal dari libur panjang pertama saya berjalan baik buat saya .",20,20-30,"Dan itu sebenarnya, secara khusus sebagai titik awal dari tahun pertama sabbatical, bekerja sangat baik untukku.",0.1760928267911618,4,4,4,4,4
"So we said , "" "" Look , women look like they 're pretty good about putting kind of the garbage away , smoothly putting it away .","Jadi kita berkata , "" "" Wanita tampaknya cukup baik dalam membuang sampah seperti itu , perlahan membuangnya .",28,20-30,"Jadi, kita katakan, “ “ Wanita terlihat seperti mereka sangat baik dalam menyingkirkan sampah, dengan cara yang halus dan teratur membuangnya.”",0.0242897839534235,4,3,3,4,4
"The first time I went to Delhi or to southern parts of Italy , I was shocked by how at home I felt .","Pertama kali saya ke Delhi atau ke daerah selatan Italia , saya terkejut betapa miripnya daerah itu dengan rumah saya .",24,20-30,"Kali pertama kali saya pergi ke Delhi atau bagian selatan Italia, saya terkejut betapa seperti rumahnya saya merasa.",0.0914396214166742,4,3,3,4,4
"And it is a sort of race , and each and every animal is different , and the winning codes will multiply .","yang merupakan sejenis ras , dan masing-masing binatang berbeda , dan kode-kode yang menang akan melipat ganda .",23,20-30,"Dan ini adalah sebuah perlombaan, dan setiap hewan berbeda, dan kode menang akan bertambah.",0.0269941421385747,4,4,4,4,4
"And I was waiting for him to come down , and I knew that he was on his way .","Saya menunggu beliau datang , dan saya tahu dia sedang ada di perjalanan .",20,20-30,"Dan aku menunggu dia turun, dan aku tahu dia sudah dekat.",0.0360902385622207,4,5,5,4,5
"Now , let 's look at the countries that are the world 's top 20 exporters of small arms in the world .",Sekarang mari kita lihat negara-negara dalam daftar 20 negara eksportir senjata kecil terbesar dunia .,23,20-30,"Sekarang, mari kita lihat negara-negara yang merupakan eksportir kecil senjata terbesar di dunia.",0.1971816301836285,3,4,4,3,4
"Now let me put my money where my mouth is and show you that we can actually produce normal output , and what the implications of this are .",Misalkan saya menaruh uang di mulut saya dan menunjukkan bahwa kita dapat menghasilkan keluaran normal dan apa dampak dari hal ini .,29,20-30,"Sekarang, mari saya berinvestasi dan tunjukkan bahwa kita benar-benar bisa menghasilkan output yang normal, dan apa implikasinya.",0.029485010588781,3,4,4,3,4
The terrifying reality is that there is no economic rule which automatically translates increased economic growth into widely shared prosperity .,Kenyataan yang menakutkan adalah bahwa tidak ada aturan ekonomi yang secara otomatis menyebabkan peningkatan pertumbuhan ekonomi menjadi penyebaran kemakmuran .,21,20-30,"The terrifying reality is that there is no economic rule which automatically translates increased economic growth into widely shared prosperity.

**Indonesian:** Realitas mengerikan adalah bahwa tidak ada aturan ekonomi yang secara otomatis menerjemahkan pertumbuhan ekonomi yang meningkat menjadi kemakmuran yang dibagikan secara luas.",0.2055959523949135,5,5,5,5,5
"Finally , self-organizing systems , about which , again , I won 't say too much because you 've been hearing all about it .","Akhirnya , sistem swa organisasi , yang sekali lagi saya tidak akan berkata terlalu banyak karena kalian telah mendengarnya .",25,20-30,"Akhirnya, sistem yang saling terorganisir, tentang yang, lagi, saya tidak akan terlalu banyak menjelaskan karena kamu sudah mendengar banyak tentangnya.",0.0674025852934629,4,3,3,4,4
"One year after my trip to Greenland , I visited the Maldives , the lowest and flattest country in the entire world .","Setahun setelah saya ke Greenland , negara paling rendah dan paling datar di seluruh dunia .",23,20-30,"Tiga tahun setelah perjalanan saya ke Greenland, saya mengunjungi Maldives, negara terendah dan paling datar di seluruh dunia.",0.2462395302527261,2,5,5,2,5
"My field , the field of psychology , hasn 't done a whole lot to help us move forward in understanding human happiness .","Dunia saya , bidang psikologi , belum banyak melakukan hal-hal yang membantu kita maju dalam memahami kebahagiaan manusia .",24,20-30,"Bidang saya, bidang psikologi, belum banyak membantu kita maju dalam memahami kebahagiaan manusia.",0.2778566680758305,5,5,5,5,5
"The car begins to slide out , dramatic maneuver to correct it , and no change whatsoever in the mental workload .","Mobil itu mulai slip , bersama dengan manuver luar biasa untuk memperbaikinya , dan tekanan mentalnya tidak berubah sama sekali .",22,20-30,"Kendaraan mulai meluncur keluar, manuver dramatis untuk memperbaikinya, dan tidak ada perubahan sama sekali dalam beban mental.",0.0262960503959799,5,5,5,5,5
"There is , for example , a project that 's underway to sequence a thousand individuals - their genomes - from different parts of the world .","Sebagai contoh , inilah proyek yang sedang berjalan untuk mengurutkan DNA dari 1.000 individu - genomnya - dari berbagai belahan dunia .",27,20-30,Ada proyek yang sedang berlangsung untuk mengurutkan ribuan individu – genom mereka – dari berbagai bagian dunia.,0.0644698669210884,4,5,5,4,5
"It 's actually a person 's trachea , and those colored globs are microbes that are actually swimming around in this room right now , all around us .","Ini sebenarnya adalah batang tenggorok manusia . Dan gumpalan berwarna itu adalah mikroba yang sebenarnya berenang-renang di ruangan ini sekarang , di sekitar kita .",29,20-30,"It’s actually a person’s trachea, and those colored blobs are microbes that are actually swimming around in this room right now, all around us.",0.0,1,1,1,1,1
"Projects around the world - documenting oral poetry in Sierra Leone , preserving traditional weaving patterns in Gaza , language revitalization in Tajikistan , etc . , etc .","Proyek-proyek di seluruh dunia - mendokumentasikan puisi lisan di Sierra Leone , menjaga pola anyaman tradisional di Gaza , revitalisasi bahasa di Tajikistan , dsb . , dsb .",29,20-30,"Proyek-proyek di seluruh dunia – mendokumentasikan puisi lisan di Sierra Leone, melestarikan pola tenun tradisional di Gaza, revitalisasi bahasa di Tajikistan, dan lain-lain.",0.2586406461364068,5,5,5,5,5
Life ' s complicated ; we want to figure out what ' s going on around us very quickly .,"Hidup itu rumit . Kita mau memecahkannya apa yang sedang terjadi di sekitar kita , dengan sangat cepat .",20,20-30,Hidup itu rumit; kita ingin mencari tahu apa yang terjadi di sekitar kita dengan sangat cepat.,0.1897992267368494,5,5,5,5,5
"Medicines for the poor , food relief for those who are hungry , and peacekeepers for those who are facing civil war .","Obat-obatan untuk yang miskin , sembako untuk yang kelaparan , dan penjaga perdamaian bagi yang mengalami perang saudara .",23,20-30,"Obat-obatan untuk yang miskin, bantuan makanan untuk mereka yang kelaparan, dan penjaga perdamaian bagi mereka yang menghadapi perang sipil.",0.2052212050930502,5,5,5,5,5
"After the ju levels , the best few move further up several more ranks , and eventually make it to the Central Committee .","Setelah tingkat "" "" ju "" "" , beberapa terbaik naik beberapa tingkat , dan sampailah pada komite sentral .",24,20-30,"Setelah ju levels, beberapa pemain terbaik melanjutkan ke posisi yang lebih tinggi beberapa peringkat lebih, dan akhirnya mencapai Komite Pusat.",0.015071676257541,4,4,4,4,4
"The empire of Iran , the Medes and the Persians , united under Cyrus , became the first great world empire .","Kekaisaran Iran , Media dan Persia , bersatu di bawah Koresh , menjadi kekaisaran besar pertama di dunia .",22,20-30,"Negara Iran, Medes, dan Persia, digolongkan dan dikendalikan oleh Cyrus, menjadi peradaban dunia pertama.",0.0131526666066946,2,3,3,2,3
"We don 't usually think of our kitchen as an electrical engineering lab or little kids as circuit designers , but maybe we should .","Kita biasanya tidak menganggap dapur kita sebagai lab teknik elektro atau anak-anak kita sebagai perancang sirkuit , tapi mungkin kita harus ,",25,20-30,"Kita biasanya tidak memandang dapur sebagai laboratorium teknik listrik atau anak-anak sebagai desainer rangkaian, tapi mungkin kita harus.",0.0905320301938613,5,5,5,5,5
"And once we got there , the vehicles were just as creative : snowmobiles , six-wheel Soviet troop carriers , and a couple of super-sketchy helicopter flights .","Dan sesampainya kami di sana , kendaraannya juga tidak kalah kreatif : mobil salju , kendaraan pasukan Soviet enam-roda , dan sepasang helikopter awut-awutan .",28,20-30,"Dan sekali kita sampai di sana, kendaraan-kendaraan itu benar-benar kreatif: snowmobiles, enam roda transporter pasukan Soviet, dan beberapa penerbangan helikopter yang sangat licik.",0.0113534489551146,3,4,4,3,3
"Things like the corporate social responsibility programs , albeit small in scale , are moving in that right direction .","Hal-hal seperti program tanggung jawab sosial perusahaan , meskipun dalam skala kecil , bergerak dalam arah yang benar .",20,20-30,"Program tanggung jawab sosial perusahaan, meskipun kecil dalam skala, bergerak ke arah yang benar.",0.0720401219183158,5,5,5,5,5
"So I first went to Copenhagen because I thought , well , maybe I could become a biochemist , but I discovered biochemistry was very boring .","Pertama saya pergi ke Kopenhagen karena saya berpikir , saya bisa menjadi seorang ahli biokimia , tapi ternyata biokimia sangat membosankan .",27,20-30,"Jadi, saya pertama kali pergi ke Copenhagen karena saya pikir, ya, mungkin saya bisa menjadi seorang ahli biokimia, tapi saya menemukan bahwa biokimia itu sangat membosankan.",0.1900414584392857,5,5,5,5,5
"I was surrounded by this love and the support of people around me , and they looked at me as an inspiration .","Saya dikelilingi cinta dan dukungan semua orang di sekitar saya , dan mereka memandang saya sebagai sumber inspirasi .",23,20-30,"Saya dikelilingi oleh cinta dan dukungan orang-orang di sekitarnya, dan mereka melihat saya sebagai inspirasi.",0.0851323586475426,4,4,4,4,4
